zh-CN	简体中文
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_02_CVS_ZP_02	TP_Q8_EV_04_02_CVS_ZP_02_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_03_CVS_SN_01	TP_Q8_EV_04_03_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_04_CVS_ZP_03	TP_Q8_EV_04_04_CVS_ZP_03_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_05_CVS_Sprout_01	TP_Q8_EV_04_05_CVS_Sprout_01_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_06_CVS_Sprout_02	TP_Q8_EV_04_06_CVS_Sprout_02_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_07_CVS_ZP_04	TP_Q8_EV_04_07_CVS_ZP_04_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_08_CVS_Sprout_03	TP_Q8_EV_04_08_CVS_Sprout_03_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_09_CVS_Sprout_04	TP_Q8_EV_04_09_CVS_Sprout_04_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_10_CVS_Sprout_05	TP_Q8_EV_04_10_CVS_Sprout_05_zh-CN
Audio_TownPark/Q8/EV_04/TP_Q8_EV_04_11_CVS_SN_02	TP_Q8_EV_04_11_CVS_SN_02_zh-CN
Audio_TownPark/Q8/EV_05/TP_Q8_EV_05_13_GP_SN_03	TP_Q8_EV_05_13_GP_SN_03_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_01_CVS_IZ_01	TP_Q8_EV_06_01_CVS_IZ_01_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_02_CVS_SN_01	TP_Q8_EV_06_02_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_03_CVS_IZ_02	TP_Q8_EV_06_03_CVS_IZ_02_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_04_CVS_SN_02	TP_Q8_EV_06_04_CVS_SN_02_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_05_CVS_IZ_03	TP_Q8_EV_06_05_CVS_IZ_03_zh-CN
Audio_TownPark/Q8/EV_06/TP_Q8_EV_06_06_CVS_SN_04	TP_Q8_EV_06_06_CVS_SN_04_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_01_CVS_PaintGuy2_01	TP_Q8_EV_07_01_CVS_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_02_CVS_PaintGuy2_02	TP_Q8_EV_07_02_CVS_PaintGuy2_02_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_03_CVS_SN_01	TP_Q8_EV_07_03_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_04_CVS_PaintGuy2_03	TP_Q8_EV_07_04_CVS_PaintGuy2_03_zh-CN
Audio_TownPark/Q8/EV_07/TP_Q8_EV_07_05_CVS_SN_02	TP_Q8_EV_07_05_CVS_SN_02_zh-CN
Audio_TownPark/Q8/EV_08/TP_Q8_EV_08_01_GP_SN_01	TP_Q8_EV_08_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_09/TP_Q8_EV_09_01_GP_SN_01	TP_Q8_EV_09_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_10/TP_Q8_EV_10_01_CVS_PaintGuy2_01	TP_Q8_EV_10_01_CVS_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/EV_10/TP_Q8_EV_10_02_CVS_PaintGuy2_02	TP_Q8_EV_10_02_CVS_PaintGuy2_02_zh-CN
Audio_TownPark/Q8/EV_10/TP_Q8_EV_10_03_CVS_SN_01	TP_Q8_EV_10_03_CVS_SN_01_zh-CN
Audio_TownPark/Q8/EV_11/TP_Q8_EV_11_01_CVS_PumpkinLady_01	TP_Q8_EV_11_01_CVS_PumpkinLady_01_zh-CN
Audio_TownPark/Q8/EV_11/TP_Q8_EV_11_02_CVS_PumpkinLady_02	TP_Q8_EV_11_02_CVS_PumpkinLady_02_zh-CN
Audio_TownPark/Q8/EV_11/TP_Q8_EV_11_03_CVS_PumpkinLady_03	TP_Q8_EV_11_03_CVS_PumpkinLady_03_zh-CN
Audio_TownPark/Q8/EV_12/TP_Q8_EV_12_01_GP_SN_01	TP_Q8_EV_12_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_13/TP_Q8_EV_13_01_GP_SN_01	TP_Q8_EV_13_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_14/TP_Q8_EV_14_01_GP_SN_01	TP_Q8_EV_14_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/EV_15/TP_Q8_EV_15_01_CVS_PaintGuy2_01	TP_Q8_EV_15_01_CVS_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/EV_15/TP_Q8_EV_15_02_CVS_PaintGuy2_02	TP_Q8_EV_15_02_CVS_PaintGuy2_02_zh-CN
Audio_TownPark/Q8/EV_16/TP_Q8_EV_16_01_GP_SN_01	TP_Q8_EV_16_01_GP_SN_01_zh-CN
Audio_TownPark/Q8/MID_01/TP_Q8_MID_01_01_GP_ZP_01	TP_Q8_MID_01_01_GP_ZP_01_zh-CN
Audio_TownPark/Q8/MID_02/TP_Q8_MID_02_01_GP_PaintGuy2_01	TP_Q8_MID_02_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/MID_03/TP_Q8_MID_03_01_GP_PaintGuy2_01	TP_Q8_MID_03_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/MID_04/TP_Q8_MID_04_01_GP_IZ_01	TP_Q8_MID_04_01_GP_IZ_01_zh-CN
Audio_TownPark/Q8/MID_05/TP_Q8_MID_05_01_GP_HC_01	TP_Q8_MID_05_01_GP_HC_01_zh-CN
Audio_TownPark/Q8/MID_06/TP_Q8_MID_06_01_GP_PaintGuy2_01	TP_Q8_MID_06_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/POST_01/TP_Q8_POST_01_01_GP_Sprout_01	TP_Q8_POST_01_01_GP_Sprout_01_zh-CN
Audio_TownPark/Q8/POST_02/TP_Q8_POST_02_01_GP_PaintGuy2_01	TP_Q8_POST_02_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/POST_03/TP_Q8_POST_03_01_GP_PumpkinLady_01	TP_Q8_POST_03_01_GP_PumpkinLady_01_zh-CN
Audio_TownPark/Q8/POST_04/TP_Q8_POST_04_01_GP_IZ_01	TP_Q8_POST_04_01_GP_IZ_01_zh-CN
Audio_TownPark/Q8/PRE_01/TP_Q8_PRE_01_01_GP_PaintGuy2_01	TP_Q8_PRE_01_01_GP_PaintGuy2_01_zh-CN
Audio_TownPark/Q8/PRE_02/TP_Q8_PRE_02_01_GP_PumpkinLady_01	TP_Q8_PRE_02_01_GP_PumpkinLady_01_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_01_CS_HC_01	TP_Q8_START_01_CS_HC_01_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_02_CS_SN_01	TP_Q8_START_02_CS_SN_01_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_03_CS_HC_02	TP_Q8_START_03_CS_HC_02_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_04_CS_SN_02	TP_Q8_START_04_CS_SN_02_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_05_CS_HC_03	TP_Q8_START_05_CS_HC_03_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_06_CS_HC_04	TP_Q8_START_06_CS_HC_04_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_07_CS_SN_03	TP_Q8_START_07_CS_SN_03_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_08_CS_ZP_01	TP_Q8_START_08_CS_ZP_01_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_09_CS_HC_05	TP_Q8_START_09_CS_HC_05_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_10_CS_ZP_02	TP_Q8_START_10_CS_ZP_02_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_11_CS_ZP_03	TP_Q8_START_11_CS_ZP_03_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_12_CS_ZP_04	TP_Q8_START_12_CS_ZP_04_zh-CN
Audio_TownPark/Q8/START/TP_Q8_START_13_CS_SN_04	TP_Q8_START_13_CS_SN_04_zh-CN
Audio_TownPark/Q8/TOOFAR/TP_Q8_TOOFAR_01_GP_SN_01	TP_Q8_TOOFAR_01_GP_SN_01_zh-CN
Audio_TownPark/Q9/ACCEPTED/TP_Q9_ACCEPTED_01_CVS_SN_01	TP_Q9_ACCEPTED_01_CVS_SN_01_zh-CN
Audio_TownPark/Q9/ACCEPTED/TP_Q9_ACCEPTED_02_CVS_Zoom_01	TP_Q9_ACCEPTED_02_CVS_Zoom_01_zh-CN
Audio_TownPark/Q9/COMP/TP_Q9_COMP_01_CVS_Zoom_01	TP_Q9_COMP_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q9/COMP/TP_Q9_COMP_02_CVS_Zoom_02	TP_Q9_COMP_02_CVS_Zoom_02_zh-CN
Audio_TownPark/Q9/COMP/TP_Q9_COMP_03_CVS_Zoom_03	TP_Q9_COMP_03_CVS_Zoom_03_zh-CN
Audio_TownPark/Q9/COMP/TP_Q9_COMP_04_CVS_SN_01	TP_Q9_COMP_04_CVS_SN_01_zh-CN
Audio_TownPark/Q9/COMP/TP_Q9_COMP_05_CVS_Zoom_04	TP_Q9_COMP_05_CVS_Zoom_04_zh-CN
Audio_TownPark/Q9/COMP/TP_Q9_COMP_06_CVS_SN_02	TP_Q9_COMP_06_CVS_SN_02_zh-CN
Audio_TownPark/Q9/DECLINED/TP_Q9_DECLINED_01_CVS_SN_01	TP_Q9_DECLINED_01_CVS_SN_01_zh-CN
Audio_TownPark/Q9/DECLINED/TP_Q9_DECLINED_02_CVS_Zoom_01	TP_Q9_DECLINED_02_CVS_Zoom_01_zh-CN
Audio_TownPark/Q9/QUESTION/TP_Q9_QUESTION_01_CVS_Zoom_01	TP_Q9_QUESTION_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q9/RETACPTD/TP_Q9_RETACPTD_01_CVS_SN_01	TP_Q9_RETACPTD_01_CVS_SN_01_zh-CN
Audio_TownPark/Q9/RETDCLND/TP_Q9_RETDCLND_01_CVS_SN_01	TP_Q9_RETDCLND_01_CVS_SN_01_zh-CN
Audio_TownPark/Q9/RETRY/TP_Q9_RETRY_01_CVS_Zoom_01	TP_Q9_RETRY_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q9/START/TP_Q9_START_01_CVS_Zoom_01	TP_Q9_START_01_CVS_Zoom_01_zh-CN
Audio_TownPark/Q9/START/TP_Q9_START_02_CVS_SN_01	TP_Q9_START_02_CVS_SN_01_zh-CN
Audio_TownPark/Q9/START/TP_Q9_START_03_CVS_Zoom_02	TP_Q9_START_03_CVS_Zoom_02_zh-CN
Audio_TownPark/Q9/START/TP_Q9_START_04_CVS_Zoom_03	TP_Q9_START_04_CVS_Zoom_03_zh-CN
Audio_TownPark/Q9/START/TP_Q9_START_05_CVS_SN_02	TP_Q9_START_05_CVS_SN_02_zh-CN
Audio_TownPark/Q9/START/TP_Q9_START_06_CVS_Zoom_04	TP_Q9_START_06_CVS_Zoom_04_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_HC_HERDINGBTUT1	VIDEOTUTORIAL_HC_HERDINGBTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_HC_HERDINGBTUT2	VIDEOTUTORIAL_HC_HERDINGBTUT2_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_HC_HERDINGCTUT1	VIDEOTUTORIAL_HC_HERDINGCTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_HC_HERDINGCTUT2	VIDEOTUTORIAL_HC_HERDINGCTUT2_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_HC_SPECIALPTUT1	VIDEOTUTORIAL_HC_SPECIALPTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_IZ_UNICYCLINGTUT1	VIDEOTUTORIAL_IZ_UNICYCLINGTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT1	VIDEOTUTORIAL_PP_FASHIONTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT10	VIDEOTUTORIAL_PP_FASHIONTUT10_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT11	VIDEOTUTORIAL_PP_FASHIONTUT11_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT12	VIDEOTUTORIAL_PP_FASHIONTUT12_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT2	VIDEOTUTORIAL_PP_FASHIONTUT2_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT3	VIDEOTUTORIAL_PP_FASHIONTUT3_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT4	VIDEOTUTORIAL_PP_FASHIONTUT4_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT5	VIDEOTUTORIAL_PP_FASHIONTUT5_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT6	VIDEOTUTORIAL_PP_FASHIONTUT6_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT7	VIDEOTUTORIAL_PP_FASHIONTUT7_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT8	VIDEOTUTORIAL_PP_FASHIONTUT8_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_FASHIONTUT9	VIDEOTUTORIAL_PP_FASHIONTUT9_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_PP_MAGICMTUT1	VIDEOTUTORIAL_PP_MAGICMTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SN_BUTTERTUT1	VIDEOTUTORIAL_SN_BUTTERTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SN_CLEARGAME	VIDEOTUTORIAL_SN_CLEARGAME_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SN_KICKTUT1	VIDEOTUTORIAL_SN_KICKTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SN_MAGICPTUT1	VIDEOTUTORIAL_SN_MAGICPTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SN_MAGICPTUT2	VIDEOTUTORIAL_SN_MAGICPTUT2_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SP_FASTWINTTUT1	VIDEOTUTORIAL_SP_FASTWINTTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SP_FASTWINTTUT2	VIDEOTUTORIAL_SP_FASTWINTTUT2_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SP_FASTWINTTUT3	VIDEOTUTORIAL_SP_FASTWINTTUT3_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_SP_FASTWINTTUT4	VIDEOTUTORIAL_SP_FASTWINTTUT4_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_ZM_ROLLERTUT1	VIDEOTUTORIAL_ZM_ROLLERTUT1_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_ZM_ROLLERTUT2	VIDEOTUTORIAL_ZM_ROLLERTUT2_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_ZM_ROLLERTUT3	VIDEOTUTORIAL_ZM_ROLLERTUT3_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_ZP_DASHSKYTUT4	VIDEOTUTORIAL_ZP_DASHSKYTUT4_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_ZP_DASHSKYTUT5	VIDEOTUTORIAL_ZP_DASHSKYTUT5_zh-CN
Audio_VideoTutorials/VIDEOTUTORIAL_ZP_DASHSKYTUT6	VIDEOTUTORIAL_ZP_DASHSKYTUT6_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_01	EFO_SN_Misc_02_05_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_02	EFO_SN_Misc_02_08_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_03	EFO_SN_Misc_02_09_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_04	EFO_SN_Misc_02_10_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_05	EFO_SN_Misc_02_11_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_06	EFO_SN_Misc_02_12_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_07	EFO_SN_Misc_02_13_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_08	EFO_SN_Misc_02_14_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_09	EFO_SN_Misc_02_16_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_10	EFO_SN_Misc_02_17_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_11	EFO_SN_Misc_02_23_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_12	EFO_SN_Misc_02_28_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_13	EFO_SN_Misc_02_29_zh-CN
Audio_Characters/SUNNY/JUMPS/SUNNY_JUMP_14	EFO_SN_Misc_02_zh-CN
Audio_Characters/SUNNY/KICKS/SUNNY_KICK_01	SUNNY_KICK_01_v1_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_01	EFO_SN_Misc_02_03_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_02	EFO_SN_Misc_02_04_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_03	EFO_SN_Misc_02_06_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_04	EFO_SN_Misc_02_10_zh-CN
Audio_Characters/SUNNY/LANDING/SUNNY_LANDING_05	EFO_SN_Misc_02_14_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_01	EFO_SN_Minigame_01_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_02	EFO_SN_Minigame_03_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_03	EFO_SN_Misc_01_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_04	EFO_SN_Misc_09_02_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_05	EFO_SN_Misc_09_04_zh-CN
Audio_Characters/SUNNY/MAGIC/SUNNY_MAGIC_06	EFO_SN_Unycicling_02_zh-CN
Audio/AUDIO	EFO_SN_Menu_05_zh-CN
Audio/CONTROLS_AUDIO	EFO_SN_Menu_06_zh-CN
Audio/EXIT	EFO_SN_Menu_04_zh-CN
Audio/HITCH_GO	efo_hc_minigame_06_go_zh-CN
Audio/HITCH_ONE	efo_hc_minigame_06_1_zh-CN
Audio/HITCH_THREE	efo_hc_minigame_06_3_zh-CN
Audio/HITCH_TWO	efo_hc_minigame_06_2_zh-CN
Audio/IZZY_GO	efo_iz_minigame_06_go_zh-CN
Audio/IZZY_ONE	efo_iz_minigame_06_1_zh-CN
Audio/IZZY_THREE	efo_iz_minigame_06_3_zh-CN
Audio/IZZY_TWO	efo_iz_minigame_06_2_zh-CN
Audio/LANGUAGE	EFO_SN_Menu_14_zh-CN
Audio/MAIN_VOLUME	EFO_SN_Menu_09_zh-CN
Audio/MENU_VOLUME	EFO_SN_Menu_13_zh-CN
Audio/MINIGAMES_AUDIO	EFO_SN_Menu_02_zh-CN
Audio/MUSIC_VOLUME	EFO_SN_Menu_10_zh-CN
Audio/PIPP_GO	efo_pp_minigame_06_go_zh-CN
Audio/PIPP_ONE	efo_pp_minigame_06_1_zh-CN
Audio/PIPP_THREE	efo_pp_minigame_06_3_zh-CN
Audio/PIPP_TWO	efo_pp_minigame_06_2_zh-CN
Audio/PLAY	EFO_SN_Menu_01_zh-CN
Audio/SAVED_GAMES	EFO_SN_Menu_08_zh-CN
Audio/SETTINGS_AUDIO	EFO_SN_Menu_03_zh-CN
Audio/SFX_VOLUME	EFO_SN_Menu_12_zh-CN
Audio/SPROUT_GO	efo_sprout_minigame_06_go_zh-CN
Audio/SPROUT_ONE	efo_sprout_minigame_06_1_zh-CN
Audio/SPROUT_THREE	efo_sprout_minigame_06_3_zh-CN
Audio/SPROUT_TWO	efo_sprout_minigame_06_2_zh-CN
Audio/VOICE_VOLUME	EFO_SN_Menu_11_zh-CN
Audio/ZIPP_GO	efo_zp_minigame_06_go_zh-CN
Audio/ZIPP_ONE	efo_zp_minigame_06_1_zh-CN
Audio/ZIPP_THREE	efo_zp_minigame_06_3_zh-CN
Audio/ZIPP_TWO	efo_zp_minigame_06_2_zh-CN
